file,emotions,objects,colors,depths
Post_Impressionism/paul-gauguin_maternite-ii-1899.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.38), awe (probability: 0.15).",there is a man in the right. there is a woman in the center. there is a woman in the top right,"The main colors are: darkkhaki, sienna, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.33 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **near** depth band (64.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 64.1% of pixels
  • Mid [0.33–0.67]: 22.7% of pixels
  • Far [0.67–1.00]: 12.4% of pixels"
High_Renaissance/leonardo-da-vinci_study-for-the-last-supper-2.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.22), contentment (probability: 0.17).",there is a head in the top. there is a portrait in the center,"The main colors are: gray, lightgray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.65 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **far** depth band (53.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 4.5% of pixels
  • Mid [0.33–0.67]: 42.5% of pixels
  • Far [0.67–1.00]: 53.0% of pixels"
Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-tale-of-three-royal-divah-and-the-ivashko-priest-s-son-1911(1).jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.24), fear (probability: 0.18).",there is a person in the center. there is a woman in the left,"The main colors are: tan, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.39 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (49.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 49.0% of pixels
  • Mid [0.33–0.67]: 35.5% of pixels
  • Far [0.67–1.00]: 15.1% of pixels"
Realism/valentin-serov_portrait-of-l-k-naryshkin-1910.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.35), awe (probability: 0.16).",there is a boy in the center. there is a shirt in the top. there is a room in the top. there is a pencil in the top right,"The main colors are: tan, gray, oldlace","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.71 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **far** depth band (56.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 2.3% of pixels
  • Mid [0.33–0.67]: 38.8% of pixels
  • Far [0.67–1.00]: 56.8% of pixels"
Abstract_Expressionism/sam-francis_sulfur-sails-1969.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.17), excitement (probability: 0.17).",there is a art in the center,"The main colors are: linen, darkolivegreen, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.78 (with moderate variation, std ≈ 0.28).
Most pixels fall into the **far** depth band (74.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 13.7% of pixels
  • Mid [0.33–0.67]: 11.9% of pixels
  • Far [0.67–1.00]: 74.0% of pixels"
Post_Impressionism/gustave-loiseau_ice-on-the-oise-river.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.57), awe (probability: 0.16).",there is a water waterway in the bottom left,"The main colors are: dimgray, darkgray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.14).
Most pixels fall into the **mid** depth band (74.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 9.7% of pixels
  • Mid [0.33–0.67]: 74.6% of pixels
  • Far [0.67–1.00]: 15.7% of pixels"
High_Renaissance/michelangelo_ignudo-7.jpg,"The viewer is likely to associate the following emotions with the image: disgust (probability: 0.18), amusement (probability: 0.17).",there is a angel in the center. there is a man in the top right. there is a pillar in the center. there is a woman in the top right,"The main colors are: darkslategray, tan, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.47 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **mid** depth band (41.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 32.7% of pixels
  • Mid [0.33–0.67]: 41.4% of pixels
  • Far [0.67–1.00]: 25.8% of pixels"
Baroque/annibale-carracci_butcher-s-shop.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.24), awe (probability: 0.18).",there is a man in the left. there is a animal in the bottom. there is a person man in the left. there is a animal in the center. there is a person in the center. there is a person man in the center. there is a tool in the left,"The main colors are: dimgray, tan, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.29 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **near** depth band (70.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 70.1% of pixels
  • Mid [0.33–0.67]: 20.8% of pixels
  • Far [0.67–1.00]: 9.1% of pixels"
Romanticism/ivan-aivazovsky_darial-gorge-moon-night-1868.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.52), contentment (probability: 0.25).",there is a moon in the top right. there is a man in the bottom. there is a mountain path in the bottom. there is a mountain in the right. there is a motorcycle in the bottom. there is a motorcycle in the bottom. there is a scenery in the center,"The main colors are: black, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.16 (with moderate variation, std ≈ 0.14).
Most pixels fall into the **near** depth band (82.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 82.7% of pixels
  • Mid [0.33–0.67]: 17.0% of pixels
  • Far [0.67–1.00]: 0.3% of pixels"
Abstract_Expressionism/sam-francis_untitled-from-pasadena-box-lembark-l61-1963.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.18), amusement (probability: 0.16).",there is a art in the center. there is a mouse in the center. there is a mouse in the right,"The main colors are: sandybrown, darkslategray, lightgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.63 (with moderate variation, std ≈ 0.31).
Most pixels fall into the **far** depth band (56.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 28.9% of pixels
  • Mid [0.33–0.67]: 14.7% of pixels
  • Far [0.67–1.00]: 56.2% of pixels"
Color_Field_Painting/anne-truitt_remember-no-6-1999.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.22), contentment (probability: 0.17).",there is a cloth in the center,"The main colors are: crimson, whitesmoke, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.43 (with moderate variation, std ≈ 0.41).
Most pixels fall into the **near** depth band (61.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 61.9% of pixels
  • Mid [0.33–0.67]: 1.2% of pixels
  • Far [0.67–1.00]: 34.9% of pixels"
Realism/mihaly-munkacsy_still-life-with-flowers-and-fruits-1882.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.55), awe (probability: 0.19).",there is a glass vase vase in the right. there is a wine glass in the center. there is a bouquet flower in the top. there is a plate in the right. there is a plate in the center. there is a table in the center. there is a platter in the left. there is a grape in the center,"The main colors are: burlywood, black, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.29 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **near** depth band (67.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 67.4% of pixels
  • Mid [0.33–0.67]: 21.3% of pixels
  • Far [0.67–1.00]: 11.1% of pixels"
Romanticism/gustave-dore_don-quixote-118.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.46), contentment (probability: 0.13).",there is a bed in the center. there is a pillow in the top right. there is a pillow in the top. there is a cigarette in the right,"The main colors are: darkslategray, gainsboro, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.55 (with moderate variation, std ≈ 0.41).
Most pixels fall into the **near** depth band (38.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 38.1% of pixels
  • Mid [0.33–0.67]: 14.6% of pixels
  • Far [0.67–1.00]: 23.0% of pixels"
Art_Nouveau_Modern/boris-kustodiev_king-wearing-a-crown-and-purple-1925.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.37), contentment (probability: 0.18).",there is a crown in the top. there is a spear sword in the top left. there is a illustration in the center. there is a robe in the center,"The main colors are: tan, darkslategray, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.50 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **mid** depth band (37.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 30.7% of pixels
  • Mid [0.33–0.67]: 37.2% of pixels
  • Far [0.67–1.00]: 32.1% of pixels"
Symbolism/jacek-malczewski_death-of-ellenai.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.22), fear (probability: 0.18).",there is a floor in the center. there is a animal in the top right,"The main colors are: darkslategray, darkgray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.42 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **mid** depth band (45.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 39.8% of pixels
  • Mid [0.33–0.67]: 45.1% of pixels
  • Far [0.67–1.00]: 15.2% of pixels"
Realism/julius-leblanc-stewart_the-ball(1).jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.31), excitement (probability: 0.16).",there is a chandelier in the top. there is a woman in the bottom left. there is a cocktail dress in the bottom left. there is a man in the bottom. there is a man in the left. there is a room in the left. there is a dress in the bottom left. there is a dance floor in the bottom left. there is a woman in the bottom,"The main colors are: darkslategray, tan, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.38 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (52.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 52.7% of pixels
  • Mid [0.33–0.67]: 33.6% of pixels
  • Far [0.67–1.00]: 13.2% of pixels"
Art_Nouveau_Modern/sergey-solomko_st-george-coming-to-the-rescue.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.19), fear (probability: 0.18).",there is a horse in the left. there is a woman in the bottom. there is a man in the bottom. there is a armor in the left. there is a man in the bottom left. there is a sword in the top left,"The main colors are: lightgray, dimgray, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **mid** depth band (36.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 28.1% of pixels
  • Mid [0.33–0.67]: 36.0% of pixels
  • Far [0.67–1.00]: 36.0% of pixels"
Romanticism/john-constable_view-of-salisbury-cathedral-from-the-bishop-s-grounds.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.43), contentment (probability: 0.38).",there is a church in the center. there is a tree in the left. there is a person in the bottom left. there is a tower in the center. there is a animal in the bottom. there is a animal in the bottom. there is a animal in the bottom. there is a animal in the bottom. there is a tree in the center,"The main colors are: darkolivegreen, darkgray, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.42 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **mid** depth band (41.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 39.9% of pixels
  • Mid [0.33–0.67]: 41.8% of pixels
  • Far [0.67–1.00]: 18.3% of pixels"
Romanticism/edward-burne-jones_the-garden-court-1890.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.23), fear (probability: 0.21).",there is a woman in the bottom left. there is a child in the bottom. there is a person in the bottom left. there is a machine in the bottom left. there is a child in the bottom left. there is a art in the bottom. there is a person in the bottom left,"The main colors are: sienna, darkslategray, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.33 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **near** depth band (60.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 60.1% of pixels
  • Mid [0.33–0.67]: 26.2% of pixels
  • Far [0.67–1.00]: 12.7% of pixels"
Realism/mihaly-munkacsy_self-portrait-ii-1881.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.22), awe (probability: 0.19).",there is a beard in the center. there is a person man in the center,"The main colors are: darkslategray, dimgray, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.22 (with moderate variation, std ≈ 0.13).
Most pixels fall into the **near** depth band (87.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 87.6% of pixels
  • Mid [0.33–0.67]: 9.9% of pixels
  • Far [0.67–1.00]: 2.4% of pixels"
Post_Impressionism/grã©goire-michonze_cows-at-pasture-1969.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.46), awe (probability: 0.11).",there is a field grass in the bottom. there is a bull cattle in the bottom left. there is a bull cattle in the bottom. there is a cow in the bottom left. there is a tree in the top. there is a animal in the bottom. there is a tree in the center. there is a bull cattle in the bottom left. there is a tree in the top left,"The main colors are: darkseagreen, darkslategray, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.31 (with moderate variation, std ≈ 0.14).
Most pixels fall into the **near** depth band (61.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 61.7% of pixels
  • Mid [0.33–0.67]: 37.0% of pixels
  • Far [0.67–1.00]: 1.2% of pixels"
Romanticism/thomas-cole_the-voyage-of-life-manhood-1.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.32), fear (probability: 0.29).",there is a tree in the right. there is a sky in the top. there is a water in the center. there is a stone in the left. there is a sea in the center,"The main colors are: darkslategray, tan, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.29 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **near** depth band (70.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 70.8% of pixels
  • Mid [0.33–0.67]: 21.2% of pixels
  • Far [0.67–1.00]: 7.6% of pixels"
Post_Impressionism/jean-hugo_la-conversation-au-puits-1934.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.54), awe (probability: 0.19).",there is a cypress tree in the left. there is a woman in the bottom left. there is a man in the bottom. there is a dirt field in the bottom,"The main colors are: dimgray, darkgray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.56 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **mid** depth band (53.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 14.9% of pixels
  • Mid [0.33–0.67]: 53.5% of pixels
  • Far [0.67–1.00]: 31.6% of pixels"
Mannerism_Late_Renaissance/paolo-veronese_st-francis-in-ecstasy.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.41), contentment (probability: 0.12).",there is a man in the bottom left. there is a man in the bottom left. there is a angel in the left. there is a gold in the left,"The main colors are: black, darkolivegreen, peru","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.20 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **near** depth band (76.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 76.6% of pixels
  • Mid [0.33–0.67]: 18.5% of pixels
  • Far [0.67–1.00]: 4.8% of pixels"
Realism/n.c.-wyeth_the-death-of-guenever.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.29), contentment (probability: 0.23).",there is a bed in the bottom. there is a woman in the right. there is a builder in the center,"The main colors are: dimgray, black, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.36 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **near** depth band (52.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 52.9% of pixels
  • Mid [0.33–0.67]: 31.4% of pixels
  • Far [0.67–1.00]: 15.7% of pixels"
Romanticism/edward-burne-jones_girl-and-goldfish-1861.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.28), awe (probability: 0.23).",there is a dress in the center,"The main colors are: black, brown, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.21 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **near** depth band (83.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 83.4% of pixels
  • Mid [0.33–0.67]: 13.7% of pixels
  • Far [0.67–1.00]: 3.0% of pixels"
Realism/henri-fantin-latour_roses-2.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.49), awe (probability: 0.13).",there is a table in the center. there is a flower in the center. there is a vase in the left. there is a glass vase vase in the left. there is a flower in the bottom. there is a bouquet in the bottom left. there is a flower in the center,"The main colors are: black, burlywood, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.24 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **near** depth band (79.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 79.1% of pixels
  • Mid [0.33–0.67]: 9.7% of pixels
  • Far [0.67–1.00]: 9.7% of pixels"
Symbolism/franz-stuck_the-murderer.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.27), fear (probability: 0.17).",there is a artist in the center. there is a man in the left. there is a woman in the top. there is a water in the center. there is a diver in the right,"The main colors are: black, dimgray, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.29 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (59.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 59.3% of pixels
  • Mid [0.33–0.67]: 35.3% of pixels
  • Far [0.67–1.00]: 5.4% of pixels"
Northern_Renaissance/jean-fouquet_capture-of-jerusalem-by-herod-the-great-1475.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.32), fear (probability: 0.14).",there is a pillar in the top left. there is a pillar in the top right. there is a armor in the center. there is a tomb in the center. there is a person in the bottom right. there is a person in the left,"The main colors are: dimgray, gray, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.39 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **mid** depth band (53.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 40.2% of pixels
  • Mid [0.33–0.67]: 53.1% of pixels
  • Far [0.67–1.00]: 6.7% of pixels"
Art_Nouveau_Modern/henri-de-toulouse-lautrec_moulin-rouge-l-union-franco-russian.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.20), fear (probability: 0.17).",there is a woman in the center. there is a man in the center,"The main colors are: darkgray, darkslategray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.57 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **far** depth band (46.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 20.2% of pixels
  • Mid [0.33–0.67]: 33.3% of pixels
  • Far [0.67–1.00]: 46.5% of pixels"
Color_Field_Painting/mark-rothko_red-white-and-brown.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.20), contentment (probability: 0.15).",there is a color in the center. there is a rectangle in the center,"The main colors are: orangered, gainsboro, darkred","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.39 (with moderate variation, std ≈ 0.37).
Most pixels fall into the **near** depth band (61.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 61.4% of pixels
  • Mid [0.33–0.67]: 3.7% of pixels
  • Far [0.67–1.00]: 35.0% of pixels"
Symbolism/felicien-rops_tienne-soubre.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.27), amusement (probability: 0.22).",there is a book in the top right. there is a man in the top. there is a author in the right,"The main colors are: gainsboro, darkslategray, lightslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.77 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **far** depth band (81.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 10.4% of pixels
  • Mid [0.33–0.67]: 8.3% of pixels
  • Far [0.67–1.00]: 81.1% of pixels"
Baroque/peter-paul-rubens_the-abbot-of-st-michael-s.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.21), awe (probability: 0.19).",there is a builder in the center,"The main colors are: dimgray, silver, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.43 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **near** depth band (44.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 44.5% of pixels
  • Mid [0.33–0.67]: 31.2% of pixels
  • Far [0.67–1.00]: 24.3% of pixels"
Northern_Renaissance/albrecht-durer_triumphal-arch-1526.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.50), contentment (probability: 0.22).",there is a building in the center,"The main colors are: darkgray, dimgray, whitesmoke","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.72 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **far** depth band (51.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 7.8% of pixels
  • Mid [0.33–0.67]: 34.6% of pixels
  • Far [0.67–1.00]: 51.3% of pixels"
Realism/fyodor-bronnikov_masquerade-1870.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.30), awe (probability: 0.19).",there is a doorway in the center. there is a dress in the bottom. there is a person man in the bottom left. there is a person in the bottom. there is a room in the center. there is a dress in the bottom left. there is a painter in the bottom left. there is a stand in the bottom,"The main colors are: darkseagreen, darkslategray, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.27 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **near** depth band (70.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 70.7% of pixels
  • Mid [0.33–0.67]: 23.2% of pixels
  • Far [0.67–1.00]: 6.1% of pixels"
Abstract_Expressionism/william-baziotes_untitled-blue-and-burnt-orange-1960.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.20), something else (probability: 0.18).",there is a water in the bottom. there is a boat in the top. there is a boat in the center. there is a bow tie in the top,"The main colors are: rosybrown, darkgray, lightgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.54 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **mid** depth band (61.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 16.2% of pixels
  • Mid [0.33–0.67]: 61.5% of pixels
  • Far [0.67–1.00]: 21.7% of pixels"
High_Renaissance/michelangelo_st-proculus-1494.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.18), awe (probability: 0.18).",there is a man in the top. there is a stand in the right,"The main colors are: lightgray, rosybrown, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.64 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **far** depth band (51.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 12.0% of pixels
  • Mid [0.33–0.67]: 36.1% of pixels
  • Far [0.67–1.00]: 51.8% of pixels"
Romanticism/john-collier_eve-1911.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.27), awe (probability: 0.20).",there is a man woman in the center. there is a hair in the center. there is a grass in the bottom. there is a drawing forest in the center,"The main colors are: black, darkolivegreen, lightgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.22 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **near** depth band (82.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 82.1% of pixels
  • Mid [0.33–0.67]: 11.7% of pixels
  • Far [0.67–1.00]: 4.9% of pixels"
Mannerism_Late_Renaissance/paolo-veronese_end-wall-of-the-stanza-del-cane-1561.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.50), contentment (probability: 0.21).",there is a building in the center. there is a pillar in the left. there is a sculpture in the right. there is a pillar in the right. there is a sculpture in the left. there is a ceiling in the top. there is a pillar in the right. there is a pillar in the center. there is a sculpture in the top,"The main colors are: gray, darkslategray, silver","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.58 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **far** depth band (44.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 18.6% of pixels
  • Mid [0.33–0.67]: 36.4% of pixels
  • Far [0.67–1.00]: 44.9% of pixels"
Baroque/rembrandt_a-woman-weeping.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.29), contentment (probability: 0.27).",there is a woman in the center,"The main colors are: sienna, burlywood, saddlebrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.33 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **near** depth band (55.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 55.1% of pixels
  • Mid [0.33–0.67]: 33.0% of pixels
  • Far [0.67–1.00]: 11.8% of pixels"
Early_Renaissance/filippo-lippi_birth-and-naming-st-john-1465.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.32), contentment (probability: 0.21).",there is a woman in the bottom left. there is a woman in the bottom. there is a person in the bottom left. there is a painter in the bottom left. there is a coffin in the left. there is a woman in the bottom. there is a coffin in the bottom left. there is a painter in the bottom. there is a pillar in the bottom. there is a painter in the bottom left,"The main colors are: darkolivegreen, gray, silver","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **far** depth band (38.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 24.8% of pixels
  • Mid [0.33–0.67]: 37.1% of pixels
  • Far [0.67–1.00]: 38.1% of pixels"
Pop_Art/andy-warhol_spam.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.30), amusement (probability: 0.15).",there is a shelf in the center,"The main colors are: darkslategray, rosybrown, peru","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.46 (with moderate variation, std ≈ 0.28).
Most pixels fall into the **near** depth band (39.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 39.1% of pixels
  • Mid [0.33–0.67]: 33.3% of pixels
  • Far [0.67–1.00]: 27.3% of pixels"
